audio_path,reference_text,language
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_9921.wav,這裡是新北市政府環保局的黑水虻養殖場,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_7697.wav,所以你看我就可以,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4217.wav,我對這個公司能有的貢獻,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4489.wav,很多人問我是想送禮,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13422.wav,此時蝙蝠的回聲定位,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11006.wav,兩座山脈形成天然管道,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5613.wav,可是他也需要人生的成就感,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2602.wav,也因為這些獲得他更喜歡花,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_12549.wav,讓燃料中的碳,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9650.wav,更能為我們生活的環境有所貢獻,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1878.wav,我能不能退費,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_14137.wav,一切都是為了什麼,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10605.wav,蘊藏大量水冰資源的地方了,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_11698.wav,其實有著相當簡潔的物理圖像,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6483.wav,最一開始想要傳達出的訊息是什麼,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2781.wav,因為我做了大家就覺得我有病這樣,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5005.wav,我不是個會玩的人,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2925.wav,或者這幾個月你在幹嘛,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_510.wav,把新聞做出有我們自己的味道,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_3072.wav,我覺得我希望做的是同步,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8563.wav,而是也許我講為人設想可以生活,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_11774.wav,又或者適不適合自己,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_10324.wav,可以一起介紹嗎,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1465.wav,不只是可能某些特殊的動作,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_7268.wav,我要知道我的眼淚從哪裡來,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2410.wav,是因為我會發現,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3713.wav,所有的異樣的,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8995.wav,社會的需求,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_6054.wav,我對於寫作這件事情,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_14421.wav,派新潮流的小弟,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_3906.wav,看你的目的性在哪裡,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1127.wav,你沒有辦法接受的狀態下,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11847.wav,雖然地球上的液態水很多,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10798.wav,小兒麻痺病毒,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5492.wav,我沒有想很多,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2725.wav,當他離開教室的時候,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_11823.wav,不斷循環下去,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_12872.wav,第三個是質譜儀,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8921.wav,對學生做的事情真的,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_14190.wav,拿到拆除執照只是第一步,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4165.wav,想辦法消耗自己的負能量,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9041.wav,那我就覺得哇,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_294.wav,當初他沒有一開始答應我是一件好事,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3562.wav,我為什麼要插得跟你一模一樣,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5999.wav,不會啊,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1826.wav,你的老師他有躁鬱症,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_14354.wav,可能只是線接觸,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9962.wav,加熱裡面的食物,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4805.wav,正式來進入這個產業,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1103.wav,花了非常非常多時間跟苦心去運動,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8331.wav,人家有需要你,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_7821.wav,也知道怎麼讓自己幸福,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12143.wav,當中最為人熟知的就是,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5705.wav,確實還沒有辦法發展出一套系統,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11145.wav,是天氣模型,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_7268.wav,我要知道我的眼淚從哪裡來,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12477.wav,都是為了追求更精確的計算結果,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_14602.wav,不要丟你們自己主席的臉,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11482.wav,會高速震動,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8554.wav,我很想要成為那一個管道,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5284.wav,嗯他其實不是那麼神話的一個東西,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12224.wav,並放出紅外線的訊號,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2713.wav,但永生花不能太潮濕,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8811.wav,那你就會知道說為人設想,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_9238.wav,我怎麼有力量去面對外面的千辛萬苦,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11408.wav,甚至發生新生兒敗血症等重症,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8674.wav,然後因為這份理解因為這份疼惜,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_14472.wav,我都是這樣講,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6505.wav,死亡人數的數字啊,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9535.wav,而這些辛苦的科學家,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_3157.wav,或者想念我的時候可以看,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5889.wav,你也不需要對任何人交代,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13240.wav,毫不起眼的一顆胡椒粒呢,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_3208.wav,你很壞你這樣活著的人怎麼樣,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2576.wav,各種羞辱各種轟炸的狀況,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_6144.wav,其實我如果跟你說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_14088.wav,我整棟拆,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_14520.wav,老婆遷出來,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12797.wav,跟大家說吧,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_11216.wav,我們要先來談談一個最基本的問題,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4238.wav,到現在都還沒有退休,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8399.wav,為人設想就是世界就是國際,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_265.wav,有很多事情,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1051.wav,所以我跟小朋友的各種的相處,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8556.wav,而這樣的創意很多時候是來自於哪裡,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13449.wav,剔除雜質,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11751.wav,無銳角設計,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11051.wav,也是個機遇,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4518.wav,其實自然就很多小屁孩啊,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2780.wav,我們都很想學花藝,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13520.wav,你覺得用黑水虻去化廚餘是個好方法嗎,zh-tw
